BondCode,BondName,Issuer,Term,CreditRating
163674,20筑城01,贵阳市城市建设投资集团有限公司,5,AA+
163676,20株国04,株洲市国有资产投资控股集团有限公司,5,AA+
163678,20核电Y1,中国核能电力股份有限公司,nan,AAA
163679,20诚通15,中国诚通控股集团有限公司,5,AAA
163681,20建房01,建发房地产集团有限公司,7,AAA
163682,20CHNG5Y,中国华能集团有限公司,nan,AAA
163683,20CHNG6Y,中国华能集团有限公司,nan,AAA
163684,20金港01,张家港保税区金港资产经营集团有限公司,5,AA+
163685,20厦贸G2,厦门国贸集团股份有限公司,3,AAA
163686,20锡铁01,无锡地铁集团有限公司,5,AAA
163688,20深业04,深圳深业物流集团股份有限公司,5,AA+
163689,20狮桥02,狮桥融资租赁(中国)有限公司,2,AA+
163690,20铁工Y5,中国中铁股份有限公司,nan,AAA
163692,H20亿利2,亿利洁能股份有限公司,5,AA+
163693,20泰山03,泰安市泰山投资有限公司,5,AA+
163694,20正奇01,正奇控股股份有限公司,3,AAA
163696,20建二Y1,中国建筑第二工程局有限公司,nan,AAA
163698,20电投Y3,国家电力投资集团有限公司,nan,AAA
163699,20津投13,天津城市基础设施建设投资集团有限公司,6,AAA
163701,20广药01,广州医药集团有限公司,5,AAA
163702,20碧地02,碧桂园地产集团有限公司,5,AAA
163703,20城建01,北京城建投资发展股份有限公司,5,AAA
163705,20钢联03,内蒙古包钢钢联股份有限公司,5,AAA
163706,20北电02,北京电子城高科技集团股份有限公司,3,AAA
163707,20中证13,中信证券股份有限公司,3,AAA
163709,20唐新Y4,中国大唐集团新能源股份有限公司,nan,AAA
163711,20信投G4,中信建投证券股份有限公司,3,AAA
163712,20航租01,中航国际融资租赁有限公司,3,AAA
163713,20东海01,东海证券股份有限公司,2,AA+
163714,20东海02,东海证券股份有限公司,3,AA+
163715,20建集Y3,厦门建发集团有限公司,nan,AAA
163717,20经开01,宁波经济技术开发区控股有限公司,5,AA+
163719,20美置03,美的置业集团有限公司,5,AAA
163720,20美置04,美的置业集团有限公司,4,AAA
163722,20时代09,广州市时代控股集团有限公司,5,AAA
163723,20国药01,国药控股股份有限公司,3,AAA
163726,20远东五,远东国际融资租赁有限公司,3,AAA
163727,20新望01,新希望集团有限公司,3,AAA
163729,20冠城01,冠城大通股份有限公司,2,AA
163730,20恒信G1,海通恒信国际融资租赁股份有限公司,3,AAA
163731,20光证G3,光大证券股份有限公司,3,AAA
163736,20信达G1,信达证券股份有限公司,3,AAA
163738,20电投Y4,国家电力投资集团有限公司,nan,AAA
163739,20复地02,复地(集团)股份有限公司,3,AAA
163740,20当代01,武汉当代科技产业集团股份有限公司,5,AA+
163741,20诚通17,中国诚通控股集团有限公司,5,AAA
163742,20诚通18,中国诚通控股集团有限公司,10,AAA
163743,20粤港01,广州港股份有限公司,3,AAA
163746,20财信01,湖南财信投资控股有限责任公司,5,AAA
163747,20长控03,保定市长城控股集团有限公司,5,AAA
163749,20盛泽02,江苏盛泽投资有限公司,3,AA+
163750,20张江一,上海张江(集团)有限公司,5,AAA
163751,20闽高01,福建发展高速公路股份有限公司,2,AA+
163753,20中建G1,中国建筑国际集团有限公司,3,AAA
163755,20厦贸Y6,厦门国贸集团股份有限公司,nan,AAA
163756,20国君G4,国泰君安证券股份有限公司,3,AAA
163757,20招商G1,招商证券股份有限公司,3,AAA
163759,20平证03,平安证券股份有限公司,3,AAA
163760,20京资01,北京市国有资产经营有限责任公司,3,AAA
163761,20融信01,融信(福建)投资集团有限公司,6.27,AAA
163763,20信投G5,中信建投证券股份有限公司,3,AAA
163764,20常城03,常州市城市建设(集团)有限公司,5,AAA
163765,20云投G3,云南省投资控股集团有限公司,3,AAA
163767,20中泰02,中泰证券股份有限公司,2,AAA
163769,20铁工Y7,中国中铁股份有限公司,nan,AAA
163771,20沪盛01,上海国盛(集团)有限公司,5,AAA
163774,20中证15,中信证券股份有限公司,3,AAA
163775,20电投Y5,国家电力投资集团有限公司,nan,AAA
163776,20华综Y2,珠海华发综合发展有限公司,nan,AAA
163777,20津保Y3,天津保税区投资控股集团有限公司,nan,AAA
163778,20晋金01,山西金融投资控股集团有限公司,5,AAA
163779,20华宇G2,重庆华宇集团有限公司,5,AA+
163780,20昆交G1,昆明交通产业股份有限公司,5,AAA
163782,H20正荣2,正荣地产控股有限公司,5,AAA
163783,20GLP01,普洛斯中国控股有限公司,3,AAA
163785,20平证04,平安证券股份有限公司,1.25,AAA
163786,20浙商02,浙江省浙商资产管理股份有限公司,5,AAA
163788,H20蓝光4,四川蓝光发展股份有限公司,3,AAA
163789,20浦土02,上海浦东土地控股(集团)有限公司,5,AAA
163792,20北控Y1,北京控股集团有限公司,nan,AAA
163793,20唐租Y1,大唐融资租赁有限公司,nan,AAA
163794,20铁龙01,中铁铁龙集装箱物流股份有限公司,5,AA+
163795,20交投Y1,中交投资有限公司,nan,AAA
163796,20茂业01,深圳茂业商厦有限公司,2,AAA
163797,20茂业02,深圳茂业商厦有限公司,3,AAA
163798,20京投02,北京市基础设施投资有限公司,3,AAA
163799,20国元G1,安徽国元金融控股集团有限责任公司,3,AAA
163800,21鲁资S1,山东省国有资产投资控股有限公司,0.58,nan
163801,20光明S1,光明食品(集团)有限公司,0.5,AA
163802,20浙资S1,浙江省国有资本运营有限公司,0.75,AA
163803,20豫投S1,河南投资集团有限公司,0.5,nan
163804,20伊利S2,内蒙古伊利实业集团股份有限公司,0.42,nan
163805,20特电S1,特变电工股份有限公司,0.5,nan
163806,20伊利S1,内蒙古伊利实业集团股份有限公司,0.25,nan
163808,20红星S1,红星美凯龙控股集团有限公司,0.5,nan
163811,20HHPS1,华能澜沧江水电股份有限公司,0.25,AAA
163812,20信投S2,中信建投证券股份有限公司,1,A-1
163814,20招商S2,招商证券股份有限公司,0.81,nan
163815,20中证S1,中信证券股份有限公司,0.76,A-1
163816,20中证S2,中信证券股份有限公司,1,A-1
163817,20国君S1,国泰君安证券股份有限公司,1,A-1
163820,20银河S1,中国银河证券股份有限公司,1,AAA
163821,20安租S1,平安国际融资租赁有限公司,1,A-1
163822,20豫园S4,上海豫园旅游商城(集团)股份有限公司,1,A-1
163823,20华泰S1,华泰证券股份有限公司,1,A-1
163824,20华泰S2,华泰证券股份有限公司,0.75,A-1
163825,20津投S1,天津城市基础设施建设投资集团有限公司,0.68,A-1
163827,20安租S2,平安国际融资租赁有限公司,1,A-1
163828,20华泰S3,华泰证券股份有限公司,0.92,A-1
163829,20光证S1,光大证券股份有限公司,1.01,A-1
163831,20石化S1,中国石油化工集团有限公司,0.25,A-1
163832,20CHNES1,国家能源投资集团有限责任公司,0.75,nan
163833,20国君S2,国泰君安证券股份有限公司,1,A-1
163835,20浙资S2,浙江省国有资本运营有限公司,1,A-1
163837,20安租S3,平安国际融资租赁有限公司,1,A-1
163838,20银河S2,中国银河证券股份有限公司,1,A-1
163839,20津投S2,天津城市基础设施建设投资集团有限公司,0.78,nan
163847,20银河S3,中国银河证券股份有限公司,1,A-1
163848,20红狮S1,红狮控股集团有限公司,1.01,nan
163849,20安租S4,平安国际融资租赁有限公司,1,A-1
163852,20华发S1,珠海华发集团有限公司,0.5,nan
163854,20中租S1,中航国际租赁有限公司,1,A-1
163859,20河投S2,河南投资集团有限公司,1,nan
163866,21复星S1,上海复星高科技(集团)有限公司,1,A-1
163867,21津投S1,天津城市基础设施建设投资集团有限公司,1,nan
163868,21安租S1,平安国际融资租赁有限公司,1,A-1
163870,21国联S1,国联证券股份有限公司,0.86,A-1
163871,21兵装S1,中国兵器装备集团有限公司,1,A-1
163872,21复星S3,上海复星高科技(集团)有限公司,1,A-1
163874,21电网S1,国家电网有限公司,0.28,nan
163875,21中原S1,中原证券股份有限公司,1,A-1
163876,GC赣交S1,江西省交通投资集团有限责任公司,0.75,nan
163877,21远东S2,远东国际融资租赁有限公司,1,A-1
163878,21津投S2,天津城市基础设施建设投资集团有限公司,0.46,nan
163880,21国电S1,国电电力发展股份有限公司,1,nan
163884,21伊利S1,内蒙古伊利实业集团股份有限公司,0.08,nan
163887,21小米SK,小米通讯技术有限公司,1,A-1
163895,21海通S3,海通证券股份有限公司,1,A-1
163898,21京东S1,北京京东世纪贸易有限公司,1,A-1
163900,20龙湖05,重庆龙湖企业拓展有限公司,5,AAA
163901,20龙湖06,重庆龙湖企业拓展有限公司,7,AAA
163902,20航租02,中航国际融资租赁有限公司,3,AAA
163903,20海通08,海通证券股份有限公司,3,AAA
163904,20控租02,国药控股(中国)融资租赁有限公司,3,AAA
163905,20海保G1,江苏海鸿投资控股集团有限公司,5,AA+
163906,20电投Y6,国家电力投资集团有限公司,nan,AAA
163907,20天宁01,常州天宁建设发展集团有限公司,3,AA+
163908,20CMG1YA,招商局集团有限公司,nan,AAA
163910,20中证16,中信证券股份有限公司,3,AAA
163911,20奥园02,奥园集团有限公司,5,AAA
163912,20津投15,天津城市基础设施建设投资集团有限公司,4,AAA
163913,20津投16,天津城市基础设施建设投资集团有限公司,3,AAA
163914,G20天成Y,华能天成融资租赁有限公司,nan,AAA
163915,20远东六,远东国际融资租赁有限公司,3,AAA
163916,20复星03,上海复星高科技(集团)有限公司,5,AAA
163917,20中化Y3,中国中化股份有限公司,nan,AAA
163919,20安租04,平安国际融资租赁有限公司,3,AAA
163920,20同股01,晋能控股山西煤业股份有限公司,5,AAA
163921,20新湖01,衢州信安发展股份有限公司,4,AA+
163923,20浙金01,浙江省创新投资集团有限公司,5,AAA
163924,20招证G2,招商证券股份有限公司,1.05,AAA
163925,20招证G3,招商证券股份有限公司,3,AAA
163926,20花园01,花园集团有限公司,5,AA+
163927,20东债01,东方证券股份有限公司,3,AAA
163928,20能投Y1,云南省能源集团有限公司,nan,AAA
163929,20鄂长Y1,长江产业投资集团有限公司,nan,AAA
163930,20建集Y1,厦门建发集团有限公司,nan,AAA
163931,20建集Y2,厦门建发集团有限公司,nan,AAA
163932,20华能Y1,华能国际电力股份有限公司,nan,AAA
163933,20华能Y2,华能国际电力股份有限公司,nan,AAA
163934,20CHNG3Y,中国华能集团有限公司,nan,AAA
163935,20CHNG4Y,中国华能集团有限公司,nan,AAA
163936,20华综Y1,珠海华发综合发展有限公司,nan,AAA
163937,20中核Y3,中国核工业集团有限公司,nan,AAA
163938,20中核Y4,中国核工业集团有限公司,nan,AAA
163939,20七局Y1,中国水利水电第七工程局有限公司,nan,AA+
163940,20CHNG1Y,中国华能集团有限公司,nan,AAA
163941,20CHNG2Y,中国华能集团有限公司,nan,AAA
163942,20新际Y1,新兴际华集团有限公司,nan,AAA
163943,20建材Y1,中国建材股份有限公司,nan,AAA
163944,20齐鲁Y1,齐鲁交通发展集团有限公司,nan,AAA
163945,19航租Y1,中航国际融资租赁有限公司,nan,AAA
163947,19工业Y1,中铁高新工业股份有限公司,nan,AAA
163949,G19八Y1,中国水利水电第八工程局有限公司,nan,AA+
163950,19通用Y3,中国通用技术(集团)控股有限责任公司,nan,AAA
163952,19晋建Y4,山西建设投资集团有限公司,nan,AAA
163953,CHNG11Y,中国华能集团有限公司,nan,AAA
163954,CHNG12Y,中国华能集团有限公司,nan,AAA
163955,19锡公Y1,无锡市市政公用产业集团有限公司,nan,AAA
163956,19电建Y2,中国电力建设股份有限公司,nan,AAA
163957,19电建Y3,中国电力建设股份有限公司,nan,AAA
163958,19首股Y3,北京首创生态环保集团股份有限公司,nan,AAA
163960,19厦贸Y1,厦门国贸控股集团有限公司,nan,AAA
163962,19阳煤Y1,山西华阳集团新能股份有限公司,nan,AAA
163963,中化债Y1,中化国际控股股份有限公司,nan,AAA
163964,19中化Y3,中国中化股份有限公司,nan,AAA
163965,19能建Y1,中国能源建设股份有限公司,nan,AAA
163969,19铁建Y5,中国铁建股份有限公司,nan,AAA
163970,19铁建Y6,中国铁建股份有限公司,nan,AAA
163971,19建集Y2,厦门建发集团有限公司,nan,AAA
163975,19青控Y1,青岛城投城金控股集团有限公司,nan,AAA
163976,19交建Y3,中国交通建设股份有限公司,nan,AAA
163978,19中航Y7,中国航空技术国际控股有限公司,nan,AAA
163982,19特电Y1,新疆特变电工集团有限公司,nan,AA+
163983,19二商Y1,北京二商集团有限责任公司,nan,AAA
163984,19中铝Y1,中铝资本控股有限公司,nan,AA+
163985,19京粮Y1,北京粮食集团有限责任公司,nan,AAA
163986,20中核Y1,中国核工业集团有限公司,nan,AAA
163987,20中核Y2,中国核工业集团有限公司,nan,AAA
163988,20唐新Y1,中国大唐集团新能源股份有限公司,nan,AAA
163989,20赣投Y1,江西省投资集团有限公司,nan,AAA
163991,20厦贸Y1,厦门国贸控股集团有限公司,nan,AAA
163993,20鲁资Y1,山东省国有资产投资控股有限公司,nan,AAA
163994,20远东Y1,远东国际融资租赁有限公司,nan,AAA
163995,20远东Y2,远东国际融资租赁有限公司,nan,AAA
163996,20象屿Y1,厦门象屿集团有限公司,nan,AAA
163997,20象屿Y2,厦门象屿集团有限公司,nan,AAA
163998,20唐新Y2,中国大唐集团新能源股份有限公司,nan,AAA
175001,20交建Y1,中国交通建设股份有限公司,nan,AAA
175004,20传媒01,贵州广电传媒集团有限公司,5,AA+
175005,20电投Y7,国家电力投资集团有限公司,nan,AAA
175006,20东兴G3,东兴证券股份有限公司,1.08,AAA
175007,20东兴G4,东兴证券股份有限公司,3,AAA
175008,20大唐Y1,中国大唐集团有限公司,nan,AAA
175010,20苏交G1,江苏交通控股有限公司,3,AAA
175011,20宁德01,宁德市国有资产投资经营有限公司,5,AA
175013,20鲁高02,山东高速集团有限公司,3,AAA
175014,20金隅04,北京金隅集团股份有限公司,5,AAA
175015,20江公01,江阴市公有资产经营有限公司,5,AA+
175016,20桂冠01,广西桂冠电力股份有限公司,3,AAA
175017,20黔高01,贵州高速公路集团有限公司,3,AAA
175019,20常城04,常州市城市建设(集团)有限公司,5,AAA
175020,20延长Y1,陕西延长石油(集团)有限责任公司,nan,AAA
175021,20平证05,平安证券股份有限公司,2,AAA
175022,20中瑞01,郑州中瑞实业集团有限公司,3,AA+
175023,20融信03,融信(福建)投资集团有限公司,6.19,AAA
175025,20铁Y09,中国中铁股份有限公司,nan,AAA
175027,20中化Y5,中国中化股份有限公司,nan,AAA
175029,20杭交01,杭州市交通投资集团有限公司,5,AAA
175030,20唐新Y6,中国大唐集团新能源股份有限公司,nan,AAA
175034,20招金Y1,招金矿业股份有限公司,nan,AAA
175035,20美置05,美的置业集团有限公司,5,AAA
175036,20美置06,美的置业集团有限公司,4,AAA
175037,20中证17,中信证券股份有限公司,1.03,AAA
175038,20中证18,中信证券股份有限公司,3,AAA
175039,20云投G5,云南省投资控股集团有限公司,3,AAA
175041,20航租03,中航国际融资租赁有限公司,3,AAA
175042,20乌江01,贵州乌江能源投资有限公司,5,AA+
175043,20环球06,中国环球租赁有限公司,5,AAA
175044,20贵安G3,贵州贵安发展集团有限公司,5,AA+
175046,20电投Y8,国家电力投资集团有限公司,nan,AAA
175047,20牡资01,牡丹江市国有资产投资控股有限公司,5,AA
175048,20苏交G2,江苏交通控股有限公司,3,AAA
175049,20世茂06,上海世茂建设有限公司,5,AAA
175051,20中保Y1,中国投融资担保股份有限公司,nan,AAA
175052,20绿原债,新疆绿原国有资本投资运营有限公司,3,AA
175053,20平证06,平安证券股份有限公司,1.33,AAA
175054,20柳投04,柳州东通投资发展有限公司,5,AA+
175055,20首钢03,首钢集团有限公司,6,AAA
175058,20豫资03,河南省豫资城乡一体化建设发展有限公司,3,AAA
175059,20苏交G3,江苏交通控股有限公司,3,AAA
175060,20鲁商01,山东省商业集团有限公司,3,AA+
175061,20濮阳01,濮阳投资集团有限公司,5,AA
175062,20光证G5,光大证券股份有限公司,3,AAA
175063,20豫园03,上海豫园旅游商城(集团)股份有限公司,3,AAA
175064,G龙源Y1,龙源电力集团股份有限公司,nan,AAA
175066,20五资01,五矿资本控股有限公司,3,AAA
175067,20葛洲Y1,中国葛洲坝集团股份有限公司,nan,AAA
175068,20合景04,广州合景控股集团有限公司,3,AAA
175070,20长飞01,长飞光纤光缆股份有限公司,3,AAA
175071,20达州G1,达州市投资有限公司,5,AA
175072,20津投17,天津城市基础设施建设投资集团有限公司,4,AAA
175073,20津投18,天津城市基础设施建设投资集团有限公司,3,AAA
175074,20海保G2,江苏海鸿投资控股集团有限公司,5,AA+
175077,20世茂G3,上海世茂股份有限公司,6.33,AAA
175078,20建一Y1,中国建筑一局(集团)有限公司,nan,AAA
175080,20柳钢01,柳州钢铁股份有限公司,3,AAA
175081,20兴泸01,泸州市兴泸投资集团有限公司,5,AA+
175083,20中交01,中国交通建设集团有限公司,5,AAA
175085,20华福G1,华福证券有限责任公司,3,AAA
175086,20华福G2,华福证券有限责任公司,5,AAA
175087,20杭实G1,杭州市实业投资集团有限公司,3,AAA
175088,20HHPY1,华能澜沧江水电股份有限公司,nan,AAA
175089,20CHNE04,国家能源投资集团有限责任公司,3,AAA
175090,20龙控04,深圳市龙光控股有限公司,6.16,AAA
175091,20翔业01,厦门翔业集团有限公司,3,AAA
175092,20华电Y3,中国华电集团有限公司,nan,AAA
175093,20远资01,远洋资本有限公司,3,AA+
175094,20焦煤Y1,山西焦煤集团有限责任公司,nan,AAA
175096,20核电Y2,中国核能电力股份有限公司,nan,AAA
175097,20正荣03,正荣地产控股有限公司,4,AAA
175099,20国君G5,国泰君安证券股份有限公司,3,AAA
175101,20宏河02,山东宏河控股集团有限公司,3,AA+
175102,20漳九Y1,漳州市九龙江集团有限公司,nan,AAA
175103,20安租05,平安国际融资租赁有限公司,4,AAA
175104,20安租06,平安国际融资租赁有限公司,5,AAA
175105,20京发01,京投发展股份有限公司,3,AAA
175106,20建工Y1,北京建工集团有限责任公司,nan,AAA
175108,20花样01,花样年集团(中国)有限公司,3,AA+
175109,20靖江02,靖江港口集团有限公司,5,AA+
175110,20晋中债,晋中市公用基础设施投资控股(集团)有限公司,5,AA+
175111,20常新G1,常州东方新城建设集团有限公司,5,AA+
175112,20金城03,张家港市金城投资发展集团有限公司,5,AA+
175114,G20雅砻2,雅砻江流域水电开发有限公司,3,AAA
175116,20象屿Y4,厦门象屿集团有限公司,nan,AAA
175117,20建集Y5,厦门建发集团有限公司,nan,AAA
175119,20万达01,大连万达商业管理集团股份有限公司,5,AAA
175120,20唐新Y8,中国大唐集团新能源股份有限公司,nan,AAA
175122,20中金07,中国国际金融股份有限公司,5,AAA
175124,20中证19,中信证券股份有限公司,1.03,AAA
175125,20中证20,中信证券股份有限公司,10,AAA
175126,20远东七,远东国际融资租赁有限公司,3,AAA
175128,20资本Y2,国投资本股份有限公司,nan,AAA
175129,20华能Y5,华能国际电力股份有限公司,nan,AAA
175130,20光明02,光明食品(集团)有限公司,3,AAA
175132,20渝枢06,重庆国际物流枢纽园区建设有限责任公司,5,AA+
175133,20华安G1,华安证券股份有限公司,2,AAA
175134,20电投Y9,国家电力投资集团有限公司,nan,AAA
175135,20美置07,美的置业集团有限公司,5,AAA
175136,20美置08,美的置业集团有限公司,4,AAA
175137,20HHPY2,华能澜沧江水电股份有限公司,nan,AAA
175138,20中铁01,中国铁建房地产集团有限公司,5,AAA
175139,20腾越01,腾越建筑科技集团有限公司,4,AAA
175140,20景控02,景德镇市国资运营投资控股集团有限责任公司,5,AA+
175143,20安信G2,安信证券股份有限公司,3,AAA
175144,20恒泰G1,恒泰证券股份有限公司,3,AAA
175145,20药投01,中国医药投资有限公司,3,AAA
175146,20川金02,四川金融控股集团有限公司,3,AAA
175147,20青租03,青岛城乡建设融资租赁有限公司,3,AA+
175148,20科创01,上海科技创业投资(集团)有限公司,5,AAA
175150,20建租02,中建投租赁股份有限公司,3,AAA
175151,20科工Y1,中建科工集团有限公司,nan,AA+
175152,20海国04,北京市海淀区国有资本运营有限公司,3,AAA
175153,唐新Y10,中国大唐集团新能源股份有限公司,nan,AAA
175155,20宁投01,宁德市交通投资集团有限公司,5,AA+
175156,20恒信G2,海通恒信国际融资租赁股份有限公司,3,AAA
175157,20住宅03,厦门安居控股集团有限公司,3,AA+
175159,20江油01,江油鸿飞投资(集团)有限公司,3,AAA
175160,20常城05,常州市城市建设(集团)有限公司,5,AAA
175162,20东吴G1,东吴证券股份有限公司,1.02,AAA
175163,20东吴G2,东吴证券股份有限公司,3,AAA
175164,20南钢G1,南京南钢钢铁联合有限公司,3,AA+
175165,20万向01,中国万向控股有限公司,3,AA+
175166,20赣铁01,江西省铁路航空投资集团有限公司,7,AAA
175167,20港务01,厦门港务控股集团有限公司,5,AAA
175168,20沪开02,上海城开(集团)有限公司,3,AA+
175169,20焦煤Y3,山西焦煤集团有限责任公司,nan,AAA
175170,20扬子G2,南京扬子国资投资集团有限责任公司,5,AAA
175171,20财证06,财信证券股份有限公司,4,AAA
175172,20幸福01,华夏幸福基业控股股份公司,5,AAA
175173,G20洪轨1,南昌轨道交通集团有限公司,5,AAA
175174,20招证G4,招商证券股份有限公司,2,AAA
175175,20招证G5,招商证券股份有限公司,3,AAA
175177,20长寿G2,重庆长寿开发投资(集团)有限公司,5,AA+
175178,20安租Y2,平安国际融资租赁有限公司,nan,AAA
175180,20保利05,保利发展控股集团股份有限公司,5,AAA
175181,20保利06,保利发展控股集团股份有限公司,7,AAA
175182,20东债02,东方证券股份有限公司,3,AAA
175183,20三局Y1,中交第三公路工程局有限公司,nan,AAA
175184,20青纾01,青岛国信发展(集团)有限责任公司,5,AAA
175185,20财证05,财信证券股份有限公司,2,AAA
175186,20扬子Y3,南京扬子国资投资集团有限责任公司,nan,AAA
175188,20济城G1,济南城市投资集团有限公司,5,AAA
175189,20凤凰01,江苏凤凰出版传媒集团有限公司,3,AAA
175190,20中金09,中国国际金融股份有限公司,5,AAA
175192,20世茂G4,上海世茂股份有限公司,6.26,AAA
175194,20延长Y2,陕西延长石油(集团)有限责任公司,nan,AAA
175197,20国都G1,国都证券股份有限公司,3,AA+
175198,20华综Y3,珠海华发综合发展有限公司,nan,AAA
175200,20首开01,北京首都开发控股(集团)有限公司,5,AAA
175201,20合景06,广州合景控股集团有限公司,5,AAA
175203,20中航Y3,中国航空技术国际控股有限公司,nan,AAA
175204,20中航Y4,中国航空技术国际控股有限公司,nan,AAA
175205,20赣速02,江西省交通投资集团有限责任公司,5,AAA
175206,20建一Y2,中国建筑一局(集团)有限公司,nan,AAA
175209,20铁建Y1,中国铁建股份有限公司,nan,AAA
175211,20高速01,江西省交通投资集团有限责任公司,5,AAA
175212,20铁Y11,中国中铁股份有限公司,nan,AAA
175213,20铁Y12,中国中铁股份有限公司,nan,AAA
175214,20碧地03,碧桂园地产集团有限公司,6,AAA
175215,20东莞01,东莞证券股份有限公司,5,AA+
175217,20建集Y7,厦门建发集团有限公司,nan,AAA
175219,20首钢04,首钢集团有限公司,6,AAA
175220,20株国07,株洲市国有资产投资控股集团有限公司,5,AA+
175222,20珠投01,广东珠江投资股份有限公司,5,AA+
175223,20桂冠02,广西桂冠电力股份有限公司,3,AAA
175224,20电建Y1,中国电力建设股份有限公司,nan,AAA
175225,20万达02,大连万达商业管理集团股份有限公司,4,AAA
175226,20义乌05,义乌市国有资本运营有限公司,3,AA+
175228,20建发Y1,厦门建发股份有限公司,nan,AAA
175229,20大唐Y3,中国大唐集团有限公司,nan,AAA
175231,唐新Y12,中国大唐集团新能源股份有限公司,nan,AAA
175233,20南港01,南京新港开发有限公司,5,AA+
175235,20金地01,金地(集团)股份有限公司,5,AAA
175237,20沪国03,上海国有资产经营有限公司,3,AAA
175238,20闽能Y1,福建省能源集团有限责任公司,nan,AAA
175239,G20柳控2,广西柳州市投资控股集团有限公司,5,AA+
175240,20远东八,远东国际融资租赁有限公司,2,AAA
175241,20远东九,远东国际融资租赁有限公司,4,AAA
175242,20青城01,青岛城市建设投资(集团)有限责任公司,6,AAA
175243,20青城02,青岛城市建设投资(集团)有限责任公司,8,AAA
175244,20淮矿01,淮北矿业控股股份有限公司,3,AAA
175245,20藏城发,西藏城市发展投资股份有限公司,5,AA+
175246,20邮政Y1,中国邮政集团有限公司,nan,AAA
175247,20邮政Y2,中国邮政集团有限公司,nan,AAA
175248,20邮政Y3,中国邮政集团有限公司,nan,AAA
175249,20京电01,北京京能电力股份有限公司,3,AAA
175250,20中证21,中信证券股份有限公司,2,AAA
175251,20津投19,天津城市基础设施建设投资集团有限公司,6,AAA
175252,20鲁能01,鲁能集团有限公司,5,AAA
175254,20能建Y2,中国能源建设股份有限公司,nan,AAA
175256,20建材Y2,中国建材股份有限公司,nan,AAA
175259,PR旭辉03,旭辉集团股份有限公司,5,AAA
175260,20五资02,五矿资本控股有限公司,3,AAA
175261,20财达01,财达证券股份有限公司,5,AA+
175262,20中金11,中国国际金融股份有限公司,3,AAA
175263,20中金12,中国国际金融股份有限公司,5,AAA
175264,20电建Y2,中国电力建设股份有限公司,nan,AAA
175265,20葛洲Y2,中国葛洲坝集团股份有限公司,nan,AAA
175267,20巨化01,巨化集团有限公司,3,AA+
175268,20狮桥03,狮桥融资租赁(中国)有限公司,3,AA+
175269,20安租07,平安国际融资租赁有限公司,4,AAA
175270,20安租08,平安国际融资租赁有限公司,5,AAA
175271,G20深高1,深圳高速公路集团股份有限公司,5,AAA
175272,20银河G2,中国银河证券股份有限公司,3,AAA
175273,20锡铁03,无锡地铁集团有限公司,5,AAA
175274,20兖煤04,兖矿能源集团股份有限公司,15,AAA
175275,20兖煤05,兖矿能源集团股份有限公司,10,AAA
175276,20鄂交Y2,湖北交通投资集团有限公司,nan,AAA
175277,20浦土03,上海浦东土地控股(集团)有限公司,5,AAA
175278,20金港02,张家港保税区金港资产经营集团有限公司,5,AA+
175279,20中财G2,中国中金财富证券有限公司,5,AAA
175280,20中财G3,中国中金财富证券有限公司,5,AAA
175281,20控租03,国药控股(中国)融资租赁有限公司,3,AAA
175282,20华鑫03,华鑫证券有限责任公司,2,AA+
175283,20昆交G2,昆明交通产业股份有限公司,5,AAA
175284,20智光G1,泰兴市智光环保科技有限公司,3,AA+
175285,20核电Y3,中国核能电力股份有限公司,nan,AAA
175287,20电投Y0,国家电力投资集团有限公司,nan,AAA
175288,20焦煤Y4,山西焦煤集团有限责任公司,nan,AAA
175289,20常城06,常州市城市建设(集团)有限公司,5,AAA
175291,20青港01,山东港口青岛港集团有限公司,3,AAA
175292,20招证G6,招商证券股份有限公司,2,AAA
175293,20招证G7,招商证券股份有限公司,3,AAA
175294,20滨建G1,常熟市滨江城市建设经营投资有限责任公司,3,AA+
175295,20天宁02,常州天宁建设发展集团有限公司,3,AA+
175296,20景控03,景德镇市国资运营投资控股集团有限责任公司,5,AA+
175298,20延长Y4,陕西延长石油(集团)有限责任公司,nan,AAA
175299,20扬子G3,南京扬子国资投资集团有限责任公司,3,AAA
175301,20青城03,青岛城市建设投资(集团)有限责任公司,6,AAA
175302,20青城04,青岛城市建设投资(集团)有限责任公司,8,AAA
175303,20广汇G2,广汇汽车服务有限责任公司,3,AA+
175304,20复星04,上海复星高科技(集团)有限公司,5,AAA
175305,20鲁高Y1,山东高速集团有限公司,nan,AAA
175306,20晋金02,山西金融投资控股集团有限公司,5,AAA
175307,20绿城07,绿城房地产集团有限公司,5,AAA
175309,20上唐Y1,上海大唐融资租赁有限公司,nan,AAA
175310,20上唐Y2,上海大唐融资租赁有限公司,nan,AAA
175311,G龙源Y3,龙源电力集团股份有限公司,nan,AAA
175312,G龙源Y4,龙源电力集团股份有限公司,nan,AAA
175314,20电建Y4,中国电力建设股份有限公司,nan,AAA
175315,20中证22,中信证券股份有限公司,1.03,AAA
175316,20中证23,中信证券股份有限公司,2,AAA
175317,20中证24,中信证券股份有限公司,10,AAA
175319,20新汶Y1,新汶矿业集团有限责任公司,nan,AAA
175320,20东兴G5,东兴证券股份有限公司,1.08,AAA
175321,20东兴G6,东兴证券股份有限公司,3,AAA
175322,20福电Y1,福建福清核电有限公司,nan,AAA
